MakeRGraph(2024,"^WDO",0)                x0 = -0.0193 +/-  0.0075 y0 =  0.0639 +/-  0.0068 R =190.5176 +/-  0.0051 gamma = -0.18 +/-  0.23
MakeRGraph(2024,"^EAO",0)                x0 = -0.0279 +/-  0.0061 y0 = -0.0293 +/-  0.0061 R = 54.5000 +/-  0.0043 gamma =  0.72 +/-  0.23
MakeRGraph(2024,"^EBO",0)                x0 =  0.0332 +/-  0.0064 y0 =  0.0036 +/-  0.0103 R =118.8212 +/-  0.0058 gamma =  0.22 +/-  0.17
MakeRGraph(2024,"^ECO",0)                x0 = -0.0253 +/-  0.0064 y0 = -0.0462 +/-  0.0099 R =124.3101 +/-  0.0057 gamma =  0.56 +/-  0.15
MakeRGraph(2024,"^EDO",0)                x0 = -0.0526 +/-  0.0075 y0 =  0.0283 +/-  0.0061 R =190.5970 +/-  0.0047 gamma =  0.19 +/-  0.13

MakeGraph(2024,"Tpc","^E.*")	z =  -0.1444 +/- 0.0027 (cm) alpha = -0.28 +/- 0.03 [mrad] beta =  0.19 +/- 0.03 [mrad] chi2/ndf       71.16/  31 res. =  73.3 +/- 473.1 (mkm)
MakeGraph(2024,"Tpc","^W.*")	z =   0.1441 +/- 0.0027 (cm) alpha =  0.08 +/- 0.03 [mrad] beta =  0.16 +/- 0.03 [mrad] chi2/ndf       83.01/  29 res. =  53.1 +/- 366.8 (mkm)

Add Wheels 

MakeRGraph(2024,"^WAO",0)                x0 =  0.0143 +/-  0.0061 y0 = -0.0827 +/-  0.0068 R = 54.4995 +/-  0.0046 gamma =  0.16 +/-  0.24
MakeRGraph(2024,"^WBO",0)                x0 =  0.0278 +/-  0.0064 y0 =  0.0216 +/-  0.0099 R =118.8423 +/-  0.0057 gamma =  0.04 +/-  0.16
MakeRGraph(2024,"^WCO",0)                x0 = -0.0206 +/-  0.0066 y0 =  0.0216 +/-  0.0098 R =124.3910 +/-  0.0053 gamma =  0.07 +/-  0.30
MakeRGraph(2024,"^WDO",0)                x0 = -0.0333 +/-  0.0075 y0 =  0.0621 +/-  0.0068 R =190.5176 +/-  0.0051 gamma = -0.18 +/-  0.23
MakeRGraph(2024,"^EAO",0)                x0 = -0.0119 +/-  0.0061 y0 = -0.0230 +/-  0.0061 R = 54.5000 +/-  0.0043 gamma =  0.38 +/-  0.22
MakeRGraph(2024,"^EBO",0)                x0 =  0.0492 +/-  0.0064 y0 =  0.0099 +/-  0.0103 R =118.8212 +/-  0.0058 gamma = -0.11 +/-  0.17
MakeRGraph(2024,"^ECO",0)                x0 = -0.0093 +/-  0.0064 y0 = -0.0399 +/-  0.0099 R =124.3101 +/-  0.0057 gamma =  0.23 +/-  0.14
MakeRGraph(2024,"^EDO",0)                x0 = -0.0366 +/-  0.0075 y0 =  0.0346 +/-  0.0061 R =190.5970 +/-  0.0047 gamma = -0.15 +/-  0.13
MakeGraph(2024,"Tpc","^E.*")	z =  -0.2885 +/- 0.0027 (cm) alpha = -0.28 +/- 0.03 [mrad] beta =  0.19 +/- 0.03 [mrad] chi2/ndf       71.16/  31 res. =  73.3 +/- 473.1 (mkm)
MakeGraph(2024,"Tpc","^W.*")	z =   0.2885 +/- 0.0027 (cm) alpha =  0.08 +/- 0.03 [mrad] beta =  0.16 +/- 0.03 [mrad] chi2/ndf       83.01/  29 res. =  53.1 +/- 366.8 (mkm)
Swap z - sign
MakeGraph(2024,"Tpc","^E.*")	z =  -0.0003 +/- 0.0027 (cm) alpha = -0.28 +/- 0.03 [mrad] beta =  0.19 +/- 0.03 [mrad] chi2/ndf       71.16/  31 res. =  73.3 +/- 473.1 (mkm)
MakeGraph(2024,"Tpc","^W.*")	z =  -0.0003 +/- 0.0027 (cm) alpha =  0.08 +/- 0.03 [mrad] beta =  0.16 +/- 0.03 [mrad] chi2/ndf       83.01/  29 res. =  53.1 +/- 366.8 (mkm)
MakeGraph(2024,"Tpc","^E.*")	z =  -0.0003 +/- 0.0027 (cm) alpha = -0.28 +/- 0.03 [mrad] beta =  0.19 +/- 0.03 [mrad] chi2/ndf       71.16/  31 res. =  73.3 +/- 473.1 (mkm)
MakeGraph(2024,"Tpc","^W.*")	z =  -0.0003 +/- 0.0027 (cm) alpha =  0.08 +/- 0.03 [mrad] beta =  0.16 +/- 0.03 [mrad] chi2/ndf       83.01/  29 res. =  53.1 +/- 366.8 (mkm)
MakeRGraph(2024,"^WAO",0)                x0 =  0.0143 +/-  0.0061 y0 = -0.0827 +/-  0.0068 R = 54.4995 +/-  0.0046 gamma =  0.16 +/-  0.24
MakeRGraph(2024,"^WBO",0)                x0 =  0.0278 +/-  0.0064 y0 =  0.0216 +/-  0.0099 R =118.8423 +/-  0.0057 gamma =  0.04 +/-  0.16
MakeRGraph(2024,"^WCO",0)                x0 = -0.0206 +/-  0.0066 y0 =  0.0216 +/-  0.0098 R =124.3910 +/-  0.0053 gamma =  0.07 +/-  0.30
MakeRGraph(2024,"^WDO",0)                x0 = -0.0333 +/-  0.0075 y0 =  0.0621 +/-  0.0068 R =190.5176 +/-  0.0051 gamma = -0.18 +/-  0.23
MakeRGraph(2024,"^EAO",0)                x0 = -0.0119 +/-  0.0061 y0 = -0.0230 +/-  0.0061 R = 54.5000 +/-  0.0043 gamma =  0.38 +/-  0.22
MakeRGraph(2024,"^EBO",0)                x0 =  0.0492 +/-  0.0064 y0 =  0.0099 +/-  0.0103 R =118.8212 +/-  0.0058 gamma = -0.11 +/-  0.17
MakeRGraph(2024,"^ECO",0)                x0 = -0.0093 +/-  0.0064 y0 = -0.0399 +/-  0.0099 R =124.3101 +/-  0.0057 gamma =  0.23 +/-  0.14
MakeRGraph(2024,"^EDO",0)                x0 = -0.0366 +/-  0.0075 y0 =  0.0346 +/-  0.0061 R =190.5970 +/-  0.0047 gamma = -0.15 +/-  0.13
TpcCS_5  
        //            -gamma     beta    gamma            -alpha    -beta    alpha                 x0        y0        z0
